X,Y,Z,t,K1,K2,K3,Qo,Qw,Iw,Pressure,SWAT
780,500,63,1,927,927,92.699997,0,0,0,220.00876,0.36172625
800,500,63,1,945,945,94.5,0,0,0,220.47421,0.36169764
820,500,63,1,944,944,94.400002,0,0,0,220.90401,0.36167121
840,500,63,1,928,928,92.800003,0,0,0,221.30142,0.3616468
860,500,63,1,900,900,90,0,0,0,221.66922,0.36162418
880,500,63,1,864,864,86.400002,0,0,0,222.01006,0.36160323
900,500,63,1,826,826,82.599998,0,0,0,222.32335,0.36158398
920,500,63,1,789,789,78.900002,0,0,0,222.60944,0.36156639
940,500,63,1,757,757,75.699997,0,0,0,222.86668,0.36155057
960,500,63,1,732,732,73.199997,0,0,0,223.09029,0.36153683
980,500,63,1,717,717,71.699997,0,0,0,223.27335,0.36152557
1000,500,63,1,712,712,71.199997,0,0,0,223.40683,0.36151737
1020,500,63,1,718,718,71.800003,0,0,0,223.48018,0.36151287
20,520,63,1,498,498,49.799999,0,0,0,233.35609,0.36090642
40,520,63,1,483,483,48.299999,0,0,0,233.26396,0.36091208
60,520,63,1,468,468,46.799999,0,0,0,233.07779,0.3609235
80,520,63,1,455,455,45.5,0,0,0,232.79678,0.36094075
100,520,63,1,442,442,44.200001,0,0,0,232.41983,0.36096388
120,520,63,1,430,430,43,0,0,0,231.94612,0.36099297
140,520,63,1,419,419,41.900002,0,0,0,231.37352,0.36102811
160,520,63,1,408,408,40.799999,0,0,0,230.69818,0.36106953
180,520,63,1,397,397,39.700001,0,0,0,229.91515,0.3611176
200,520,63,1,387,387,38.700001,0,0,0,229.01848,0.36117268
220,520,63,1,377,377,37.700001,0,0,0,228.00063,0.36123517
240,520,63,1,366,366,36.599998,0,0,0,226.85426,0.36130556
260,520,63,1,356,356,35.599998,0,0,0,225.57457,0.36138418
280,520,63,1,345,345,34.5,0,0,0,224.16068,0.36147106
300,520,63,1,335,335,33.5,0,0,0,222.61386,0.3615661
320,520,63,1,325,325,32.5,0,0,0,220.94119,0.36166894
340,520,63,1,315,315,31.5,0,0,0,219.15234,0.36177886
360,520,63,1,306,306,30.6,0,0,0,217.2516,0.36189508
380,520,63,1,298,298,29.799999,0,0,0,215.23367,0.36201793
400,520,63,1,292,292,29.200001,0,0,0,213.07603,0.36214286
420,520,63,1,288,288,28.799999,0,0,0,210.7235,0.36227319
440,520,63,1,287,287,28.700001,0,0,0,208.06326,0.36241612
460,520,63,1,289,289,28.9,0,0,0,204.86409,0.36257616
480,520,63,1,295,295,29.5,0,0,0,200.55757,0.36274049
500,520,63,1,306,306,30.6,0,0,0,193.5293,0.36285189
520,520,63,1,322,322,32.200001,93.327766,1.3532203,0,178.38235,0.36274213
540,520,63,1,344,344,34.400002,0,0,0,196.41269,0.36261162
560,520,63,1,373,373,37.299999,0,0,0,204.10989,0.36247906
580,520,63,1,410,410,41,0,0,0,208.30533,0.36234325
600,520,63,1,457,457,45.700001,0,0,0,210.97923,0.36223635
620,520,63,1,512,512,51.200001,0,0,0,212.85063,0.36214575
640,520,63,1,576,576,57.599998,0,0,0,214.24432,0.36206871
660,520,63,1,649,649,64.900002,0,0,0,215.33287,0.3620103
680,520,63,1,727,727,72.699997,0,0,0,216.21548,0.36195731
700,520,63,1,808,808,80.800003,0,0,0,216.95383,0.36191261
720,520,63,1,886,886,88.599998,0,0,0,217.58727,0.36187422
740,520,63,1,956,956,95.599998,0,0,0,218.14185,0.3618409
760,520,63,1,1012,1012,101.2,0,0,0,218.63455,0.36181065
780,520,63,1,1051,1051,105.1,0,0,0,219.07695,0.3617835
800,520,63,1,1069,1069,106.9,0,0,0,219.47685,0.36175898
820,520,63,1,1067,1067,106.7,0,0,0,219.83978,0.36173666
840,520,63,1,1047,1047,104.7,0,0,0,220.17075,0.3617163
860,520,63,1,1013,1013,101.3,0,0,0,220.47287,0.36169773
880,520,63,1,970,970,97,0,0,0,220.75005,0.36168069
900,520,63,1,925,925,92.5,0,0,0,221.00471,0.36166504
920,520,63,1,881,881,88.099998,0,0,0,221.23749,0.36165074
940,520,63,1,843,843,84.300003,0,0,0,221.4491,0.36163771
960,520,63,1,813,813,81.300003,0,0,0,221.63586,0.36162624
980,520,63,1,793,793,79.300003,0,0,0,221.79129,0.36161667
1000,520,63,1,784,784,78.400002,0,0,0,221.90683,0.36160958
1020,520,63,1,787,787,78.699997,0,0,0,221.97162,0.36160558
20,540,63,1,568,568,56.799999,0,0,0,234.83929,0.36081544
40,540,63,1,553,553,55.299999,0,0,0,234.74733,0.3608211
60,540,63,1,540,540,54,0,0,0,234.56006,0.36083257
80,540,63,1,527,527,52.700001,0,0,0,234.27597,0.36085001
100,540,63,1,514,514,51.400002,0,0,0,233.89392,0.36087343
120,540,63,1,502,502,50.200001,0,0,0,233.41249,0.36090297
140,540,63,1,490,490,49,0,0,0,232.8295,0.36093876
160,540,63,1,479,479,47.900002,0,0,0,232.14134,0.36098099
180,540,63,1,468,468,46.799999,0,0,0,231.34213,0.36103001
200,540,63,1,456,456,45.599998,0,0,0,230.42497,0.36108631
220,540,63,1,445,445,44.5,0,0,0,229.38196,0.36115035
240,540,63,1,433,433,43.299999,0,0,0,228.20477,0.36122262
260,540,63,1,421,421,42.099998,0,0,0,226.88745,0.36130354
280,540,63,1,409,409,40.900002,0,0,0,225.42764,0.36139321
300,540,63,1,397,397,39.700001,0,0,0,223.82684,0.36149156
320,540,63,1,384,384,38.400002,0,0,0,222.09277,0.36159813
340,540,63,1,372,372,37.200001,0,0,0,220.23875,0.3617121
360,540,63,1,361,361,36.099998,0,0,0,218.274,0.36183265
380,540,63,1,352,352,35.200001,0,0,0,216.20232,0.36195803
400,540,63,1,344,344,34.400002,0,0,0,214.01399,0.36208594
420,540,63,1,339,339,33.900002,0,0,0,211.67732,0.36221802
440,540,63,1,337,337,33.700001,0,0,0,209.12552,0.36234677
460,540,63,1,339,339,33.900002,0,0,0,206.24937,0.3624883
480,540,63,1,345,345,34.5,0,0,0,202.89456,0.3626208
500,540,63,1,357,357,35.700001,0,0,0,198.99936,0.3627134
520,540,63,1,375,375,37.5,0,0,0,195.65894,0.36266172
540,540,63,1,400,400,40,0,0,0,200.9921,0.36254922
560,540,63,1,433,433,43.299999,0,0,0,205.604,0.36243147
580,540,63,1,476,476,47.599998,0,0,0,208.85631,0.36231977
600,540,63,1,528,528,52.799999,0,0,0,211.1423,0.36222997
620,540,63,1,591,591,59.099998,0,0,0,212.80396,0.36215067
640,540,63,1,664,664,66.400002,0,0,0,214.05951,0.36208144
660,540,63,1,746,746,74.599998,0,0,0,215.04381,0.36202776
680,540,63,1,835,835,83.5,0,0,0,215.84111,0.36198074
700,540,63,1,926,926,92.599998,0,0,0,216.5052,0.36194056
720,540,63,1,1014,1014,101.4,0,0,0,217.07132,0.36190611
740,540,63,1,1092,1092,109.2,0,0,0,217.56259,0.36187634
760,540,63,1,1155,1155,115.5,0,0,0,217.99492,0.36185002
780,540,63,1,1197,1197,119.7,0,0,0,218.37872,0.36182645
800,540,63,1,1215,1215,121.5,0,0,0,218.72159,0.36180541
820,540,63,1,1211,1211,121.1,0,0,0,219.02864,0.36178654
840,540,63,1,1185,1185,118.5,0,0,0,219.30493,0.36176956
860,540,63,1,1145,1145,114.5,0,0,0,219.55473,0.36175418
880,540,63,1,1094,1094,109.4,0,0,0,219.7822,0.3617402
900,540,63,1,1040,1040,104,0,0,0,219.99101,0.36172736
920,540,63,1,988,988,98.800003,0,0,0,220.18333,0.36171553
940,540,63,1,942,942,94.199997,0,0,0,220.36012,0.36170468
960,540,63,1,905,905,90.5,0,0,0,220.51866,0.36169493
980,540,63,1,880,880,88,0,0,0,220.6535,0.36168662
1000,540,63,1,867,867,86.699997,0,0,0,220.75539,0.36168036
1020,540,63,1,866,866,86.599998,0,0,0,220.81302,0.36167681
20,560,63,1,651,651,65.099998,0,0,0,236.52258,0.3607122
40,560,63,1,638,638,63.799999,0,0,0,236.42912,0.36071795
60,560,63,1,625,625,62.5,0,0,0,236.23824,0.36072966
80,560,63,1,613,613,61.299999,0,0,0,235.94745,0.36074749
100,560,63,1,601,601,60.099998,0,0,0,235.55568,0.36077151
120,560,63,1,589,589,58.900002,0,0,0,235.06161,0.36080182
140,560,63,1,578,578,57.799999,0,0,0,234.46277,0.36083853
160,560,63,1,566,566,56.599998,0,0,0,233.75592,0.36088189
180,560,63,1,554,554,55.400002,0,0,0,232.935,0.36093226
200,560,63,1,542,542,54.200001,0,0,0,231.9924,0.36099011
220,560,63,1,529,529,52.900002,0,0,0,230.92017,0.36105591
240,560,63,1,516,516,51.599998,0,0,0,229.70877,0.36113027
260,560,63,1,502,502,50.200001,0,0,0,228.35172,0.36121359
280,560,63,1,487,487,48.700001,0,0,0,226.8472,0.36130601
300,560,63,1,472,472,47.200001,0,0,0,225.1967,0.3614074
320,560,63,1,457,457,45.700001,0,0,0,223.40968,0.36151719
340,560,63,1,443,443,44.299999,0,0,0,221.50404,0.36163431
360,560,63,1,429,429,42.900002,0,0,0,219.49898,0.36175737
380,560,63,1,417,417,41.700001,0,0,0,217.41339,0.36188391
400,560,63,1,407,407,40.700001,0,0,0,215.2605,0.36201406
420,560,63,1,400,400,40,0,0,0,213.04269,0.36213705
440,560,63,1,397,397,39.700001,0,0,0,210.75902,0.36225727
460,560,63,1,399,399,39.900002,0,0,0,208.42151,0.36236933
480,560,63,1,405,405,40.5,0,0,0,206.1131,0.36247098
500,560,63,1,418,418,41.799999,0,0,0,204.13036,0.36253896
520,560,63,1,438,438,43.799999,0,0,0,203.3343,0.36252761
540,560,63,1,466,466,46.599998,0,0,0,205.33586,0.36244407
560,560,63,1,503,503,50.299999,0,0,0,207.84756,0.36235365
580,560,63,1,551,551,55.099998,0,0,0,210.03128,0.36226946
600,560,63,1,611,611,61.099998,0,0,0,211.75946,0.36220372
620,560,63,1,682,682,68.199997,0,0,0,213.10252,0.36213431
640,560,63,1,764,764,76.400002,0,0,0,214.15733,0.36207646
660,560,63,1,857,857,85.699997,0,0,0,215.00241,0.36203066
680,560,63,1,957,957,95.699997,0,0,0,215.69484,0.36198992
700,560,63,1,1059,1059,105.9,0,0,0,216.27492,0.36195493
720,560,63,1,1157,1157,115.7,0,0,0,216.77016,0.36192483
740,560,63,1,1245,1245,124.5,0,0,0,217.1993,0.36189866
760,560,63,1,1314,1314,131.39999,0,0,0,217.57535,0.36187586
780,560,63,1,1359,1359,135.89999,0,0,0,217.90741,0.36185548
800,560,63,1,1378,1378,137.8,0,0,0,218.20195,0.36183736
820,560,63,1,1370,1370,137,0,0,0,218.46408,0.36182126
840,560,63,1,1339,1339,133.89999,0,0,0,218.6983,0.36180687
860,560,63,1,1290,1290,129,0,0,0,218.909,0.36179391
880,560,63,1,1231,1231,123.1,0,0,0,219.10066,0.3617821
900,560,63,1,1167,1167,116.7,0,0,0,219.27747,0.36177126
920,560,63,1,1105,1105,110.5,0,0,0,219.44217,0.36176112
940,560,63,1,1051,1051,105.1,0,0,0,219.59503,0.36175171
960,560,63,1,1006,1006,100.6,0,0,0,219.73444,0.36174315
980,560,63,1,974,974,97.400002,0,0,0,219.85512,0.36173573
1000,560,63,1,956,956,95.599998,0,0,0,219.94803,0.36173001
1020,560,63,1,951,951,95.099998,0,0,0,220.0011,0.36172673
20,580,63,1,746,746,74.599998,0,0,0,238.37662,0.36059853
40,580,63,1,735,735,73.5,0,0,0,238.27956,0.36060449
60,580,63,1,725,725,72.5,0,0,0,238.0817,0.36061662
80,580,63,1,714,714,71.400002,0,0,0,237.77995,0.36063513
100,580,63,1,703,703,70.300003,0,0,0,237.37297,0.36066008
120,580,63,1,692,692,69.199997,0,0,0,236.86021,0.36069152
140,580,63,1,680,680,68,0,0,0,236.23985,0.36072955
160,580,63,1,668,668,66.800003,0,0,0,235.50822,0.36077443
180,580,63,1,656,656,65.599998,0,0,0,234.65976,0.36082646
200,580,63,1,642,642,64.199997,0,0,0,233.68651,0.36088616
220,580,63,1,628,628,62.799999,0,0,0,232.58006,0.36095405
240,580,63,1,613,613,61.299999,0,0,0,231.33109,0.3610307
260,580,63,1,596,596,59.599998,0,0,0,229.93224,0.36111656
280,580,63,1,579,579,57.900002,0,0,0,228.38179,0.36121175
300,580,63,1,561,561,56.099998,0,0,0,226.68346,0.36131606
320,580,63,1,543,543,54.299999,0,0,0,224.84985,0.36142871
340,580,63,1,525,525,52.5,0,0,0,222.90364,0.3615483
360,580,63,1,508,508,50.799999,0,0,0,220.87418,0.36167294
380,580,63,1,493,493,49.299999,0,0,0,218.79446,0.36180031
400,580,63,1,480,480,48,0,0,0,216.70171,0.36192584
420,580,63,1,471,471,47.099998,0,0,0,214.63016,0.3620469
440,580,63,1,466,466,46.599998,0,0,0,212.62296,0.36215791
460,580,63,1,466,466,46.599998,0,0,0,210.74428,0.36225238
480,580,63,1,473,473,47.299999,0,0,0,209.12135,0.36232552
500,580,63,1,486,486,48.599998,0,0,0,207.99252,0.36237577
520,580,63,1,508,508,50.799999,0,0,0,207.72839,0.36237773
540,580,63,1,539,539,53.900002,0,0,0,208.62108,0.36232939
560,580,63,1,580,580,58,0,0,0,209.99808,0.36226937
580,580,63,1,634,634,63.400002,0,0,0,211.3894,0.36221644
600,580,63,1,700,700,70,0,0,0,212.61081,0.36215883
620,580,63,1,780,780,78,0,0,0,213.62984,0.36210456
640,580,63,1,872,872,87.199997,0,0,0,214.46915,0.36205879
660,580,63,1,975,975,97.5,0,0,0,215.16309,0.36202174
680,580,63,1,1086,1086,108.6,0,0,0,215.74393,0.36198702
700,580,63,1,1200,1200,120,0,0,0,216.23738,0.36195731
720,580,63,1,1308,1308,130.8,0,0,0,216.66245,0.36193153
740,580,63,1,1404,1404,140.39999,0,0,0,217.03294,0.36190894
760,580,63,1,1479,1479,147.89999,0,0,0,217.3588,0.36188918
780,580,63,1,1527,1527,152.7,0,0,0,217.64722,0.36187148
800,580,63,1,1546,1546,154.60001,0,0,0,217.9035,0.36185572
820,580,63,1,1534,1534,153.39999,0,0,0,218.13205,0.36184168
840,580,63,1,1497,1497,149.7,0,0,0,218.33702,0.36182907
860,580,63,1,1439,1439,143.89999,0,0,0,218.52255,0.36181769
880,580,63,1,1370,1370,137,0,0,0,218.69275,0.3618072
900,580,63,1,1296,1296,129.60001,0,0,0,218.85162,0.36179742
920,580,63,1,1225,1225,122.5,0,0,0,219.00172,0.36178821
940,580,63,1,1161,1161,116.1,0,0,0,219.14313,0.36177951
960,580,63,1,1109,1109,110.9,0,0,0,219.27361,0.36177149
980,580,63,1,1070,1070,107,0,0,0,219.38762,0.36176446
1000,580,63,1,1046,1046,104.6,0,0,0,219.47609,0.36175904
1020,580,63,1,1036,1036,103.6,0,0,0,219.52698,0.36175591
20,600,63,1,851,851,85.099998,0,0,0,240.37503,0.36047605
40,600,63,1,843,843,84.300003,0,0,0,240.27245,0.36048234
60,600,63,1,835,835,83.5,0,0,0,240.06342,0.36049515
80,600,63,1,826,826,82.599998,0,0,0,239.74529,0.36051464
100,600,63,1,817,817,81.699997,0,0,0,239.31709,0.3605409
120,600,63,1,807,807,80.699997,0,0,0,238.7789,0.36057389
140,600,63,1,796,796,79.599998,0,0,0,238.12971,0.36061367
160,600,63,1,783,783,78.300003,0,0,0,237.36629,0.36066049
180,600,63,1,770,770,77,0,0,0,236.4834,0.36071461
200,600,63,1,755,755,75.5,0,0,0,235.47379,0.36077654
220,600,63,1,739,739,73.900002,0,0,0,234.32814,0.36084682
240,600,63,1,721,721,72.099998,0,0,0,233.03725,0.360926
260,600,63,1,702,702,70.199997,0,0,0,231.59361,0.36101457
280,600,63,1,681,681,68.099998,0,0,0,229.99571,0.36111265
300,600,63,1,659,659,65.900002,0,0,0,228.24911,0.36121991
320,600,63,1,637,637,63.700001,0,0,0,226.36971,0.36133534
340,600,63,1,615,615,61.5,0,0,0,224.38548,0.36145723
360,600,63,1,594,594,59.400002,0,0,0,222.33693,0.36158311
380,600,63,1,575,575,57.5,0,0,0,220.26802,0.36170992
400,600,63,1,559,559,55.900002,0,0,0,218.23238,0.36183348
420,600,63,1,547,547,54.700001,0,0,0,216.28514,0.36195043
440,600,63,1,539,539,53.900002,0,0,0,214.48688,0.36205307
460,600,63,1,538,538,53.799999,0,0,0,212.91469,0.36213964
480,600,63,1,544,544,54.400002,0,0,0,211.66737,0.36220828
500,600,63,1,557,557,55.700001,0,0,0,210.87842,0.36224443
520,600,63,1,580,580,58,0,0,0,210.67828,0.36225256
540,600,63,1,614,614,61.400002,0,0,0,211.08536,0.36223039
560,600,63,1,659,659,65.900002,0,0,0,211.84428,0.36219731
580,600,63,1,718,718,71.800003,0,0,0,212.70863,0.36215171
600,600,63,1,790,790,79,0,0,0,213.53934,0.36210757
620,600,63,1,877,877,87.699997,0,0,0,214.28088,0.36206758
640,600,63,1,978,978,97.800003,0,0,0,214.92284,0.36203456
660,600,63,1,1091,1091,109.1,0,0,0,215.47379,0.36200297
680,600,63,1,1212,1212,121.2,0,0,0,215.94785,0.36197463
700,600,63,1,1335,1335,133.5,0,0,0,216.35907,0.36194986
720,600,63,1,1453,1453,145.3,0,0,0,216.71941,0.36192802
740,600,63,1,1556,1556,155.60001,0,0,0,217.03798,0.36190864
760,600,63,1,1636,1636,163.60001,0,0,0,217.32167,0.36189148
780,600,63,1,1686,1686,168.60001,0,0,0,217.5759,0.36187586
800,600,63,1,1704,1704,170.39999,0,0,0,217.80493,0.3618618
820,600,63,1,1688,1688,168.8,0,0,0,218.01239,0.36184904
840,600,63,1,1644,1644,164.39999,0,0,0,218.20181,0.36183739
860,600,63,1,1579,1579,157.89999,0,0,0,218.37669,0.36182666
880,600,63,1,1500,1500,150,0,0,0,218.54059,0.36181656
900,600,63,1,1417,1417,141.7,0,0,0,218.69658,0.36180696
920,600,63,1,1336,1336,133.60001,0,0,0,218.8463,0.36179775
940,600,63,1,1264,1264,126.4,0,0,0,218.98921,0.36178896
960,600,63,1,1204,1204,120.4,0,0,0,219.1219,0.36178082
980,600,63,1,1159,1159,115.9,0,0,0,219.23785,0.36177367
1000,600,63,1,1129,1129,112.9,0,0,0,219.32761,0.36176816
1020,600,63,1,1115,1115,111.5,0,0,0,219.37906,0.361765
20,620,63,1,962,962,96.199997,0,0,0,242.49709,0.36034605
40,620,63,1,958,958,95.800003,0,0,0,242.38692,0.36035278
60,620,63,1,953,953,95.300003,0,0,0,242.16206,0.36036655
80,620,63,1,947,947,94.699997,0,0,0,241.82138,0.36038744
100,620,63,1,939,939,93.900002,0,0,0,241.36499,0.3604154
120,620,63,1,930,930,93,0,0,0,240.79359,0.36045042
140,620,63,1,920,920,92,0,0,0,240.10713,0.36049247
160,620,63,1,907,907,90.699997,0,0,0,239.30367,0.36054173
180,620,63,1,893,893,89.300003,0,0,0,238.3784,0.36059844
200,620,63,1,877,877,87.699997,0,0,0,237.32417,0.36066306
220,620,63,1,858,858,85.800003,0,0,0,236.13286,0.3607361
240,620,63,1,837,837,83.699997,0,0,0,234.79443,0.36081821
260,620,63,1,814,814,81.400002,0,0,0,233.30139,0.36090979
280,620,63,1,789,789,78.900002,0,0,0,231.65314,0.36101094
300,620,63,1,763,763,76.300003,0,0,0,229.85611,0.36112124
320,620,63,1,736,736,73.599998,0,0,0,227.92958,0.36123952
340,620,63,1,709,709,70.900002,0,0,0,225.9055,0.36136386
360,620,63,1,683,683,68.300003,0,0,0,223.83127,0.36149129
380,620,63,1,659,659,65.900002,0,0,0,221.76425,0.36161828
400,620,63,1,639,639,63.900002,0,0,0,219.76567,0.36174053
420,620,63,1,623,623,62.299999,0,0,0,217.90152,0.36185279
440,620,63,1,613,613,61.299999,0,0,0,216.23634,0.3619532
460,620,63,1,609,609,60.900002,0,0,0,214.83733,0.36203408
480,620,63,1,613,613,61.299999,0,0,0,213.77054,0.36209199
500,620,63,1,626,626,62.599998,0,0,0,213.09668,0.36213088
520,620,63,1,650,650,65,0,0,0,212.84756,0.36214563
540,620,63,1,684,684,68.400002,0,0,0,212.98732,0.36213711
560,620,63,1,732,732,73.199997,0,0,0,213.3862,0.36211464
580,620,63,1,794,794,79.400002,0,0,0,213.90797,0.36208609
600,620,63,1,871,871,87.099998,0,0,0,214.45642,0.36205718
620,620,63,1,964,964,96.400002,0,0,0,214.9801,0.3620308
640,620,63,1,1071,1071,107.1,0,0,0,215.45779,0.36200339
660,620,63,1,1192,1192,119.2,0,0,0,215.88504,0.36197799
680,620,63,1,1320,1320,132,0,0,0,216.26524,0.36195523
700,620,63,1,1450,1450,145,0,0,0,216.6046,0.36193478
720,620,63,1,1574,1574,157.39999,0,0,0,216.90939,0.36191633
740,620,63,1,1683,1683,168.3,0,0,0,217.18517,0.3618997
760,620,63,1,1766,1766,176.60001,0,0,0,217.43655,0.36188442
780,620,63,1,1818,1818,181.8,0,0,0,217.66757,0.36187023
800,620,63,1,1834,1834,183.39999,0,0,0,217.88142,0.36185709
820,620,63,1,1815,1815,181.5,0,0,0,218.08104,0.36184484
840,620,63,1,1766,1766,176.60001,0,0,0,218.26939,0.36183324
860,620,63,1,1694,1694,169.39999,0,0,0,218.44919,0.36182219
880,620,63,1,1608,1608,160.8,0,0,0,218.62291,0.36181149
900,620,63,1,1517,1517,151.7,0,0,0,218.79242,0.36180109
920,620,63,1,1428,1428,142.8,0,0,0,218.95769,0.36179093
940,620,63,1,1349,1349,134.89999,0,0,0,219.11639,0.36178115
960,620,63,1,1282,1282,128.2,0,0,0,219.26358,0.36177209
980,620,63,1,1231,1231,123.1,0,0,0,219.39142,0.36176422
1000,620,63,1,1197,1197,119.7,0,0,0,219.48915,0.36175823
1020,620,63,1,1179,1179,117.9,0,0,0,219.54448,0.36175483
20,640,63,1,1073,1073,107.3,0,0,0,244.73024,0.36020929
40,640,63,1,1074,1074,107.4,0,0,0,244.60938,0.36021668
60,640,63,1,1073,1073,107.3,0,0,0,244.36366,0.36023173
80,640,63,1,1069,1069,106.9,0,0,0,243.9933,0.36025441
100,640,63,1,1064,1064,106.4,0,0,0,243.50023,0.3602846
120,640,63,1,1056,1056,105.6,0,0,0,242.88623,0.36032221
140,640,63,1,1046,1046,104.6,0,0,0,242.15309,0.36036712
160,640,63,1,1033,1033,103.3,0,0,0,241.29979,0.36041939
180,640,63,1,1017,1017,101.7,0,0,0,240.32294,0.36047927
200,640,63,1,999,999,99.900002,0,0,0,239.21545,0.36054713
220,640,63,1,978,978,97.800003,0,0,0,237.96919,0.36062351
240,640,63,1,953,953,95.300003,0,0,0,236.57582,0.36070895
260,640,63,1,926,926,92.599998,0,0,0,235.02695,0.36080393
280,640,63,1,896,896,89.599998,0,0,0,233.32259,0.36090848
300,640,63,1,864,864,86.400002,0,0,0,231.47043,0.36102214
320,640,63,1,832,832,83.199997,0,0,0,229.49196,0.36114359
340,640,63,1,799,799,79.900002,0,0,0,227.42397,0.36127058
360,640,63,1,767,767,76.699997,0,0,0,225.31671,0.36140001
380,640,63,1,738,738,73.800003,0,0,0,223.23438,0.36152795
400,640,63,1,713,713,71.300003,0,0,0,221.24716,0.36164987
420,640,63,1,693,693,69.300003,0,0,0,219.42349,0.36176151
440,640,63,1,679,679,67.900002,0,0,0,217.82556,0.36185732
460,640,63,1,672,672,67.199997,0,0,0,216.50772,0.36193714
480,640,63,1,674,674,67.400002,0,0,0,215.51096,0.36199778
500,640,63,1,685,685,68.5,0,0,0,214.85547,0.36203471
520,640,63,1,708,708,70.800003,0,0,0,214.53394,0.36205316
540,640,63,1,743,743,74.300003,0,0,0,214.50105,0.36205503
560,640,63,1,791,791,79.099998,0,0,0,214.6752,0.36204556
580,640,63,1,855,855,85.5,0,0,0,214.97049,0.36203024
600,640,63,1,934,934,93.400002,0,0,0,215.31981,0.36201081
620,640,63,1,1030,1030,103,0,0,0,215.68031,0.36198953
640,640,63,1,1141,1141,114.1,0,0,0,216.02916,0.36196885
660,640,63,1,1265,1265,126.5,0,0,0,216.35646,0.36194929
680,640,63,1,1397,1397,139.7,0,0,0,216.65985,0.36193109
700,640,63,1,1531,1531,153.10001,0,0,0,216.94057,0.36191416
720,640,63,1,1658,1658,165.8,0,0,0,217.20135,0.36189857
740,640,63,1,1769,1769,176.89999,0,0,0,217.44536,0.36188382
760,640,63,1,1853,1853,185.3,0,0,0,217.6757,0.36186969
780,640,63,1,1905,1905,190.5,0,0,0,217.89539,0.36185619
800,640,63,1,1919,1919,191.89999,0,0,0,218.10696,0.36184323
820,640,63,1,1898,1898,189.8,0,0,0,218.31297,0.36183056
840,640,63,1,1845,1845,184.5,0,0,0,218.51578,0.36181808
860,640,63,1,1769,1769,176.89999,0,0,0,218.71709,0.36180571
880,640,63,1,1678,1678,167.8,0,0,0,218.91835,0.36179334
900,640,63,1,1582,1582,158.2,0,0,0,219.11916,0.36178097
920,640,63,1,1489,1489,148.89999,0,0,0,219.31731,0.36176878
940,640,63,1,1405,1405,140.5,0,0,0,219.50818,0.36175704
960,640,63,1,1335,1335,133.5,0,0,0,219.68448,0.36174622
980,640,63,1,1281,1281,128.10001,0,0,0,219.8356,0.36173692
1000,640,63,1,1243,1243,124.3,0,0,0,219.94899,0.36172995
1020,640,63,1,1223,1223,122.3,0,0,0,220.01219,0.36172605
20,660,63,1,1180,1180,118,0,0,0,247.07166,0.36006594
40,660,63,1,1185,1185,118.5,0,0,0,246.93654,0.36007419
60,660,63,1,1188,1188,118.8,0,0,0,246.66391,0.36009088
80,660,63,1,1187,1187,118.7,0,0,0,246.2554,0.36011589
100,660,63,1,1183,1183,118.3,0,0,0,245.71535,0.36014897
120,660,63,1,1177,1177,117.7,0,0,0,245.04813,0.3601898
140,660,63,1,1166,1166,116.6,0,0,0,244.25681,0.36023825
160,660,63,1,1153,1153,115.3,0,0,0,243.34239,0.36029425
180,660,63,1,1135,1135,113.5,0,0,0,242.3024,0.36035797
200,660,63,1,1114,1114,111.4,0,0,0,241.13133,0.3604297
220,660,63,1,1089,1089,108.9,0,0,0,239.82057,0.36051005
240,660,63,1,1061,1061,106.1,0,0,0,238.36224,0.36059943
260,660,63,1,1028,1028,102.8,0,0,0,236.74927,0.36069831
280,660,63,1,993,993,99.300003,0,0,0,234.98111,0.36080676
300,660,63,1,955,955,95.5,0,0,0,233.06711,0.36092415
320,660,63,1,916,916,91.599998,0,0,0,231.02914,0.36104923
340,660,63,1,877,877,87.699997,0,0,0,228.9086,0.36117941
360,660,63,1,840,840,84,0,0,0,226.75871,0.36131144
380,660,63,1,805,805,80.5,0,0,0,224.6465,0.3614412
400,660,63,1,774,774,77.400002,0,0,0,222.64592,0.3615641
420,660,63,1,749,749,74.900002,0,0,0,220.82677,0.36167562
440,660,63,1,731,731,73.099998,0,0,0,219.24837,0.36177233
460,660,63,1,720,720,72,0,0,0,217.95317,0.36185017
480,660,63,1,719,719,71.900002,0,0,0,216.96574,0.36191007
500,660,63,1,728,728,72.800003,0,0,0,216.28671,0.36195171
520,660,63,1,749,749,74.900002,0,0,0,215.89267,0.36197594
540,660,63,1,782,782,78.199997,0,0,0,215.73822,0.36198545
560,660,63,1,830,830,83,0,0,0,215.76266,0.36198407
580,660,63,1,893,893,89.300003,0,0,0,215.90457,0.36197564
600,660,63,1,971,971,97.099998,0,0,0,216.11389,0.36196318
620,660,63,1,1067,1067,106.7,0,0,0,216.35529,0.36194879
640,660,63,1,1177,1177,117.7,0,0,0,216.60713,0.36193374
660,660,63,1,1301,1301,130.10001,0,0,0,216.8578,0.36191869
680,660,63,1,1432,1432,143.2,0,0,0,217.10205,0.36190405
700,660,63,1,1565,1565,156.5,0,0,0,217.33852,0.36189014
720,660,63,1,1691,1691,169.10001,0,0,0,217.56798,0.36187625
740,660,63,1,1801,1801,180.10001,0,0,0,217.79214,0.36186248
760,660,63,1,1884,1884,188.39999,0,0,0,218.01337,0.36184892
