X,Y,Z,t,K1,K2,K3,Qo,Qw,Iw,Pressure,SWAT
20,20,18,1,585,585,58.5,0,0,-423.74942,338.0369,0.52743226
40,20,18,1,581,581,58.099998,0,0,0,322.97507,0.47806942
60,20,18,1,584,584,58.400002,0,0,0,309.84018,0.44523701
80,20,18,1,593,593,59.299999,0,0,0,298.09705,0.42209205
100,20,18,1,609,609,60.900002,0,0,0,287.57068,0.40498871
120,20,18,1,630,630,63,0,0,0,278.21329,0.3919557
140,20,18,1,656,656,65.599998,0,0,0,270.07309,0.38183627
160,20,18,1,685,685,68.5,0,0,0,263.12982,0.37416103
180,20,18,1,717,717,71.699997,0,0,0,257.37738,0.36830088
200,20,18,1,749,749,74.900002,0,0,0,252.70869,0.36421639
220,20,18,1,781,781,78.099998,0,0,0,249.01842,0.36124584
240,20,18,1,809,809,80.900002,0,0,0,246.21677,0.3600215
260,20,18,1,833,833,83.300003,0,0,0,244.17888,0.36014625
280,20,18,1,850,850,85,0,0,0,242.73666,0.36023456
300,20,18,1,861,861,86.099998,0,0,0,241.76482,0.36029407
320,20,18,1,864,864,86.400002,0,0,0,241.16884,0.36033058
340,20,18,1,860,860,86,0,0,0,240.87653,0.36034849
360,20,18,1,851,851,85.099998,0,0,0,240.83177,0.36035123
380,20,18,1,838,838,83.800003,0,0,0,240.99008,0.36034152
400,20,18,1,822,822,82.199997,0,0,0,241.31567,0.36032158
420,20,18,1,806,806,80.599998,0,0,0,241.77979,0.36029315
440,20,18,1,793,793,79.300003,0,0,0,242.35934,0.36025766
460,20,18,1,782,782,78.199997,0,0,0,243.03654,0.3602162
480,20,18,1,777,777,77.699997,0,0,0,243.79874,0.36016953
500,20,18,1,778,778,77.800003,0,0,0,244.63815,0.36011812
520,20,18,1,786,786,78.599998,0,0,0,245.55202,0.36006218
540,20,18,1,802,802,80.199997,0,0,0,246.54259,0.36000156
560,20,18,1,825,825,82.5,0,0,0,247.61707,0.35993582
580,20,18,1,856,856,85.599998,0,0,0,248.78804,0.35986418
600,20,18,1,895,895,89.5,0,0,0,250.07338,0.35978556
620,20,18,1,938,938,93.800003,0,0,0,251.49637,0.35969853
640,20,18,1,986,986,98.599998,0,0,0,253.0858,0.36029127
660,20,18,1,1033,1033,103.3,0,0,0,254.86319,0.36266649
680,20,18,1,1078,1078,107.8,0,0,0,256.82782,0.36465439
700,20,18,1,1116,1116,111.6,0,0,0,259.00607,0.36716363
720,20,18,1,1143,1143,114.3,0,0,0,261.42914,0.37000009
740,20,18,1,1156,1156,115.6,0,0,0,264.11816,0.37346554
760,20,18,1,1153,1153,115.3,0,0,0,267.09406,0.37750643
780,20,18,1,1133,1133,113.3,0,0,0,270.37854,0.38205391
800,20,18,1,1099,1099,109.9,0,0,0,273.96768,0.38736537
820,20,18,1,1053,1053,105.3,0,0,0,277.84528,0.39361945
840,20,18,1,998,998,99.800003,0,0,0,282.01794,0.40078941
860,20,18,1,940,940,94,0,0,0,286.49338,0.40896335
880,20,18,1,882,882,88.199997,0,0,0,291.24289,0.41872299
900,20,18,1,829,829,82.900002,0,0,0,296.31137,0.42999735
920,20,18,1,782,782,78.199997,0,0,0,301.71613,0.44382402
940,20,18,1,744,744,74.400002,0,0,0,307.54007,0.46070784
960,20,18,1,716,716,71.599998,0,0,0,313.92142,0.48148024
980,20,18,1,699,699,69.900002,0,0,0,321.13153,0.50739086
1000,20,18,1,694,694,69.400002,0,0,0,329.75415,0.539922
1020,20,18,1,700,700,70,0,0,-1853.6151,340.91238,0.58417606
20,40,18,1,587,587,58.700001,0,0,0,323.20517,0.47748879
40,40,18,1,583,583,58.299999,0,0,0,315.11514,0.44873074
60,40,18,1,587,587,58.700001,0,0,0,305.04446,0.42688385
80,40,18,1,597,597,59.700001,0,0,0,294.85373,0.41003844
100,40,18,1,614,614,61.400002,0,0,0,285.21213,0.39679077
120,40,18,1,637,637,63.700001,0,0,0,276.45758,0.38612995
140,40,18,1,664,664,66.400002,0,0,0,268.71439,0.37786609
160,40,18,1,695,695,69.5,0,0,0,262.09772,0.37132254
180,40,18,1,729,729,72.900002,0,0,0,256.58157,0.36649993
200,40,18,1,764,764,76.400002,0,0,0,252.09879,0.36298889
220,40,18,1,797,797,79.699997,0,0,0,248.55008,0.36041456
240,40,18,1,827,827,82.699997,0,0,0,245.87672,0.3600423
260,40,18,1,852,852,85.199997,0,0,0,243.92392,0.36016187
280,40,18,1,871,871,87.099998,0,0,0,242.54015,0.3602466
300,40,18,1,882,882,88.199997,0,0,0,241.60953,0.36030358
320,40,18,1,885,885,88.5,0,0,0,241.04305,0.3603383
340,40,18,1,880,880,88,0,0,0,240.7718,0.3603549
360,40,18,1,870,870,87,0,0,0,240.742,0.36035672
380,40,18,1,855,855,85.5,0,0,0,240.91069,0.36034641
400,40,18,1,838,838,83.800003,0,0,0,241.24321,0.36032602
420,40,18,1,820,820,82,0,0,0,241.71153,0.36029735
440,40,18,1,805,805,80.5,0,0,0,242.29317,0.36026171
460,40,18,1,793,793,79.300003,0,0,0,242.97069,0.36022022
480,40,18,1,787,787,78.699997,0,0,0,243.73166,0.36017364
500,40,18,1,787,787,78.699997,0,0,0,244.56856,0.36012238
520,40,18,1,795,795,79.5,0,0,0,245.47868,0.36006668
540,40,18,1,810,810,81,0,0,0,246.46434,0.36000633
560,40,18,1,834,834,83.400002,0,0,0,247.53276,0.35994098
580,40,18,1,867,867,86.699997,0,0,0,248.6964,0.35986978
600,40,18,1,906,906,90.599998,0,0,0,249.97305,0.35979167
620,40,18,1,952,952,95.199997,0,0,0,251.38605,0.35970527
640,40,18,1,1001,1001,100.1,0,0,0,252.96463,0.36084917
660,40,18,1,1051,1051,105.1,0,0,0,254.72427,0.36298463
680,40,18,1,1098,1098,109.8,0,0,0,256.66846,0.36505458
700,40,18,1,1137,1137,113.7,0,0,0,258.82535,0.36747527
720,40,18,1,1165,1165,116.5,0,0,0,261.22342,0.37026486
740,40,18,1,1178,1178,117.8,0,0,0,263.88351,0.37363297
760,40,18,1,1174,1174,117.4,0,0,0,266.82562,0.37752432
780,40,18,1,1153,1153,115.3,0,0,0,270.06946,0.38187262
800,40,18,1,1116,1116,111.6,0,0,0,273.61252,0.38689122
820,40,18,1,1066,1066,106.6,0,0,0,277.43375,0.3927834
840,40,18,1,1008,1008,100.8,0,0,0,281.53391,0.39947677
860,40,18,1,947,947,94.699997,0,0,0,285.92206,0.40694132
880,40,18,1,886,886,88.599998,0,0,0,290.55627,0.4158451
900,40,18,1,829,829,82.900002,0,0,0,295.46011,0.42595857
920,40,18,1,780,780,78,0,0,0,300.63416,0.43797326
940,40,18,1,740,740,74,0,0,0,306.1192,0.45198652
960,40,18,1,711,711,71.099998,0,0,0,311.92633,0.46884945
980,40,18,1,693,693,69.300003,0,0,0,318.06665,0.4888733
1000,40,18,1,687,687,68.699997,0,0,0,324.36273,0.5124225
1020,40,18,1,693,693,69.300003,0,0,0,329.8201,0.53987843
20,60,18,1,600,600,60,0,0,0,310.35385,0.44404587
40,60,18,1,597,597,59.700001,0,0,0,305.3479,0.42630437
60,60,18,1,602,602,60.200001,0,0,0,297.86249,0.41145355
80,60,18,1,614,614,61.400002,0,0,0,289.49283,0.39911094
100,60,18,1,632,632,63.200001,0,0,0,281.14407,0.38880774
120,60,18,1,657,657,65.699997,0,0,0,273.30679,0.38046876
140,60,18,1,687,687,68.699997,0,0,0,266.28186,0.37378412
160,60,18,1,721,721,72.099998,0,0,0,260.21576,0.36846289
180,60,18,1,758,758,75.800003,0,0,0,255.12553,0.36457092
200,60,18,1,796,796,79.599998,0,0,0,250.97276,0.36165434
220,60,18,1,832,832,83.199997,0,0,0,247.70229,0.3599306
240,60,18,1,864,864,86.400002,0,0,0,245.24576,0.36008093
260,60,18,1,891,891,89.099998,0,0,0,243.44373,0.36019126
280,60,18,1,911,911,91.099998,0,0,0,242.16646,0.36026949
300,60,18,1,922,922,92.199997,0,0,0,241.31166,0.36032185
320,60,18,1,924,924,92.400002,0,0,0,240.79955,0.3603532
340,60,18,1,918,918,91.800003,0,0,0,240.56735,0.36036742
360,60,18,1,906,906,90.599998,0,0,0,240.56522,0.36036757
380,60,18,1,889,889,88.900002,0,0,0,240.75308,0.36035603
400,60,18,1,869,869,86.900002,0,0,0,241.09834,0.3603349
420,60,18,1,849,849,84.900002,0,0,0,241.57442,0.36030573
440,60,18,1,831,831,83.099998,0,0,0,242.15985,0.36026987
460,60,18,1,817,817,81.699997,0,0,0,242.83795,0.36022836
480,60,18,1,809,809,80.900002,0,0,0,243.59682,0.36018187
500,60,18,1,808,808,80.800003,0,0,0,244.42917,0.36013091
520,60,18,1,815,815,81.5,0,0,0,245.33252,0.36007562
540,60,18,1,830,830,83,0,0,0,246.30925,0.36001581
560,60,18,1,855,855,85.5,0,0,0,247.36656,0.35995114
580,60,18,1,888,888,88.800003,0,0,0,248.51677,0.35988078
600,60,18,1,929,929,92.900002,0,0,0,249.77742,0.35980365
620,60,18,1,976,976,97.599998,0,0,0,251.17154,0.35971838
640,60,18,1,1027,1027,102.7,0,0,0,252.72818,0.36132362
660,60,18,1,1079,1079,107.9,0,0,0,254.45717,0.36321154
680,60,18,1,1128,1128,112.8,0,0,0,256.36609,0.36529213
700,60,18,1,1169,1169,116.9,0,0,0,258.48398,0.36761039
720,60,18,1,1197,1197,119.7,0,0,0,260.83694,0.370298
740,60,18,1,1210,1210,121,0,0,0,263.44458,0.37351155
760,60,18,1,1205,1205,120.5,0,0,0,266.3248,0.37720501
780,60,18,1,1181,1181,118.1,0,0,0,269.49429,0.38129854
800,60,18,1,1140,1140,114,0,0,0,272.9541,0.3859295
820,60,18,1,1087,1087,108.7,0,0,0,276.67419,0.39137921
840,60,18,1,1025,1025,102.5,0,0,0,280.64813,0.39749989
860,60,18,1,959,959,95.900002,0,0,0,284.87131,0.40433168
880,60,18,1,894,894,89.400002,0,0,0,289.31039,0.41214335
900,60,18,1,834,834,83.400002,0,0,0,293.94006,0.42107198
920,60,18,1,782,782,78.199997,0,0,0,298.75467,0.43113083
940,60,18,1,740,740,74,0,0,0,303.71024,0.44292825
960,60,18,1,709,709,70.900002,0,0,0,308.75232,0.45637274
980,60,18,1,690,690,69,0,0,0,313.72354,0.4715859
1000,60,18,1,684,684,68.400002,0,0,0,318.22903,0.48873225
1020,60,18,1,690,690,69,0,0,0,321.36249,0.50717056
20,80,18,1,624,624,62.400002,0,0,0,298.83783,0.42040816
40,80,18,1,622,622,62.200001,0,0,0,295.4115,0.40891099
60,80,18,1,628,628,62.799999,0,0,0,289.76227,0.39858684
80,80,18,1,642,642,64.199997,0,0,0,283.03293,0.38940275
100,80,18,1,664,664,66.400002,0,0,0,276.01089,0.38161719
120,80,18,1,692,692,69.199997,0,0,0,269.24695,0.37521601
140,80,18,1,725,725,72.5,0,0,0,263.09833,0.36986747
160,80,18,1,763,763,76.300003,0,0,0,257.71948,0.3658931
180,80,18,1,804,804,80.400002,0,0,0,253.18153,0.36272699
200,80,18,1,845,845,84.5,0,0,0,249.46385,0.36018747
220,80,18,1,885,885,88.5,0,0,0,246.57329,0.35999969
240,80,18,1,921,921,92.099998,0,0,0,244.38857,0.36013341
260,80,18,1,950,950,95,0,0,0,242.78133,0.36023182
280,80,18,1,971,971,97.099998,0,0,0,241.64409,0.36030146
300,80,18,1,982,982,98.199997,0,0,0,240.8905,0.36034763
320,80,18,1,983,983,98.300003,0,0,0,240.45161,0.36037451
340,80,18,1,975,975,97.5,0,0,0,240.27203,0.36038551
360,80,18,1,960,960,96,0,0,0,240.3073,0.36038336
380,80,18,1,939,939,93.900002,0,0,0,240.52112,0.36037025
400,80,18,1,916,916,91.599998,0,0,0,240.88361,0.36034805
420,80,18,1,892,892,89.199997,0,0,0,241.37015,0.36031824
440,80,18,1,871,871,87.099998,0,0,0,241.96069,0.36028206
460,80,18,1,854,854,85.400002,0,0,0,242.63956,0.36024049
480,80,18,1,843,843,84.300003,0,0,0,243.39552,0.36019421
500,80,18,1,840,840,84,0,0,0,244.2218,0.3601436
520,80,18,1,846,846,84.599998,0,0,0,245.11609,0.36008886
540,80,18,1,861,861,86.099998,0,0,0,246.08081,0.36002979
560,80,18,1,885,885,88.5,0,0,0,247.12311,0.35996601
580,80,18,1,919,919,91.900002,0,0,0,248.25504,0.35989678
600,80,18,1,961,961,96.099998,0,0,0,249.49367,0.35982099
620,80,18,1,1010,1010,101,0,0,0,250.86154,0.35973734
640,80,18,1,1063,1063,106.3,0,0,0,252.38687,0.36166841
660,80,18,1,1117,1117,111.7,0,0,0,254.07581,0.36333811
680,80,18,1,1168,1168,116.8,0,0,0,255.9391,0.36536187
700,80,18,1,1210,1210,121,0,0,0,258.00449,0.36757475
720,80,18,1,1239,1239,123.9,0,0,0,260.29694,0.37011546
740,80,18,1,1250,1250,125,0,0,0,262.83447,0.37313056
760,80,18,1,1243,1243,124.3,0,0,0,265.63159,0.37658966
780,80,18,1,1216,1216,121.6,0,0,0,268.70111,0.38038886
800,80,18,1,1172,1172,117.2,0,0,0,272.04791,0.38457236
820,80,18,1,1113,1113,111.3,0,0,0,275.63455,0.38953519
840,80,18,1,1046,1046,104.6,0,0,0,279.44424,0.39505711
860,80,18,1,975,975,97.5,0,0,0,283.45633,0.40121815
880,80,18,1,906,906,90.599998,0,0,0,287.64731,0.40793827
900,80,18,1,842,842,84.199997,0,0,0,291.95285,0.41571721
920,80,18,1,787,787,78.699997,0,0,0,296.34009,0.42425826
940,80,18,1,743,743,74.300003,0,0,0,300.74225,0.43378267
960,80,18,1,710,710,71,0,0,0,305.04248,0.44444668
980,80,18,1,690,690,69,0,0,0,309.04306,0.45611751
1000,80,18,1,683,683,68.300003,0,0,0,312.38318,0.46843711
1020,80,18,1,689,689,68.900002,0,0,0,314.45126,0.48093283
20,100,18,1,659,659,65.900002,0,0,0,288.38626,0.40298834
40,100,18,1,659,659,65.900002,0,0,0,285.87268,0.39525789
60,100,18,1,667,667,66.699997,0,0,0,281.5546,0.38783985
80,100,18,1,684,684,68.400002,0,0,0,276.16672,0.38118613
100,100,18,1,709,709,70.900002,0,0,0,270.38565,0.37544236
120,100,18,1,741,741,74.099998,0,0,0,264.72067,0.37044847
140,100,18,1,779,779,77.900002,0,0,0,259.47879,0.3665694
160,100,18,1,822,822,82.199997,0,0,0,254.85622,0.36336792
180,100,18,1,868,868,86.800003,0,0,0,250.92087,0.36075777
200,100,18,1,914,914,91.400002,0,0,0,247.73703,0.35992849
220,100,18,1,959,959,95.900002,0,0,0,245.25664,0.36008027
240,100,18,1,998,998,99.800003,0,0,0,243.37163,0.36019567
260,100,18,1,1030,1030,103,0,0,0,241.98297,0.36028072
280,100,18,1,1052,1052,105.2,0,0,0,241.0056,0.3603406
300,100,18,1,1063,1063,106.3,0,0,0,240.36894,0.36037958
320,100,18,1,1062,1062,106.2,0,0,0,240.01514,0.36040127
340,100,18,1,1051,1051,105.1,0,0,0,239.89706,0.36040848
360,100,18,1,1032,1032,103.2,0,0,0,239.97615,0.36040363
380,100,18,1,1007,1007,100.7,0,0,0,240.22044,0.36038867
400,100,18,1,978,978,97.800003,0,0,0,240.60316,0.36036521
420,100,18,1,950,950,95,0,0,0,241.10196,0.36033466
440,100,18,1,924,924,92.400002,0,0,0,241.69847,0.36029813
460,100,18,1,903,903,90.300003,0,0,0,242.3782,0.36025649
480,100,18,1,889,889,88.900002,0,0,0,243.13072,0.36021042
500,100,18,1,883,883,88.300003,0,0,0,243.94975,0.36016026
520,100,18,1,887,887,88.699997,0,0,0,244.8333,0.36010617
540,100,18,1,901,901,90.099998,0,0,0,245.78383,0.36004797
560,100,18,1,925,925,92.5,0,0,0,246.80827,0.35998526
580,100,18,1,959,959,95.900002,0,0,0,247.91833,0.35991737
600,100,18,1,1002,1002,100.2,0,0,0,249.13054,0.35984322
620,100,18,1,1052,1052,105.2,0,0,0,250.46646,0.35976151
640,100,18,1,1107,1107,110.7,0,0,0,251.95326,0.36183941
660,100,18,1,1163,1163,116.3,0,0,0,253.59578,0.3633588
680,100,18,1,1215,1215,121.5,0,0,0,255.40637,0.36526516
700,100,18,1,1258,1258,125.8,0,0,0,257.40994,0.36737418
720,100,18,1,1287,1287,128.7,0,0,0,259.63104,0.36972913
740,100,18,1,1297,1297,129.7,0,0,0,262.08594,0.37250492
760,100,18,1,1287,1287,128.7,0,0,0,264.78601,0.37568527
780,100,18,1,1257,1257,125.7,0,0,0,267.73962,0.3791739
800,100,18,1,1207,1207,120.7,0,0,0,270.94751,0.38299111
820,100,18,1,1144,1144,114.4,0,0,0,274.38193,0.38734192
840,100,18,1,1071,1071,107.1,0,0,0,278.00537,0.39227235
860,100,18,1,995,995,99.5,0,0,0,281.78799,0.39770183
880,100,18,1,921,921,92.099998,0,0,0,285.69455,0.40361407
900,100,18,1,853,853,85.300003,0,0,0,289.66846,0.41009894
920,100,18,1,795,795,79.5,0,0,0,293.63174,0.41734055
940,100,18,1,748,748,74.800003,0,0,0,297.51114,0.42507339
960,100,18,1,713,713,71.300003,0,0,0,301.17838,0.43341374
980,100,18,1,692,692,69.199997,0,0,0,304.44101,0.44230884
1000,100,18,1,684,684,68.400002,0,0,0,307.0235,0.45116729
1020,100,18,1,690,690,69,0,0,0,308.5224,0.45970508
20,120,18,1,705,705,70.5,0,0,0,278.91202,0.38972145
40,120,18,1,707,707,70.699997,0,0,0,277.02448,0.38435286
60,120,18,1,719,719,71.900002,0,0,0,273.6561,0.37923563
80,120,18,1,739,739,73.900002,0,0,0,269.38486,0.37444559
100,120,18,1,768,768,76.800003,0,0,0,264.72018,0.37011281
120,120,18,1,806,806,80.599998,0,0,0,260.06113,0.36663043
140,120,18,1,849,849,84.900002,0,0,0,255.70892,0.36362445
160,120,18,1,898,898,89.800003,0,0,0,251.82964,0.36120832
180,120,18,1,951,951,95.099998,0,0,0,248.55243,0.3598786
200,120,18,1,1003,1003,100.3,0,0,0,245.91107,0.36004022
220,120,18,1,1053,1053,105.3,0,0,0,243.83768,0.36016715
240,120,18,1,1097,1097,109.7,0,0,0,242.2563,0.36026397
260,120,18,1,1131,1131,113.1,0,0,0,241.09323,0.36033523
280,120,18,1,1154,1154,115.4,0,0,0,240.2831,0.36038485
300,120,18,1,1165,1165,116.5,0,0,0,239.76985,0.36041629
320,120,18,1,1162,1162,116.2,0,0,0,239.50661,0.36043242
340,120,18,1,1147,1147,114.7,0,0,0,239.45435,0.36043561
360,120,18,1,1122,1122,112.2,0,0,0,239.58051,0.36042786
380,120,18,1,1091,1091,109.1,0,0,0,239.85756,0.36041087
400,120,18,1,1056,1056,105.6,0,0,0,240.26199,0.3603861
420,120,18,1,1021,1021,102.1,0,0,0,240.7739,0.36035472
440,120,18,1,989,989,98.900002,0,0,0,241.37672,0.3603178
460,120,18,1,962,962,96.199997,0,0,0,242.05725,0.36027613
480,120,18,1,944,944,94.400002,0,0,0,242.80591,0.3602303
500,120,18,1,935,935,93.5,0,0,0,243.617,0.36018062
520,120,18,1,936,936,93.599998,0,0,0,244.48874,0.36012724
540,120,18,1,948,948,94.800003,0,0,0,245.42363,0.36006999
560,120,18,1,971,971,97.099998,0,0,0,246.42841,0.36000848
580,120,18,1,1005,1005,100.5,0,0,0,247.51422,0.35994205
600,120,18,1,1049,1049,104.9,0,0,0,248.6969,0.35986975
620,120,18,1,1100,1100,110,0,0,0,249.99701,0.35979021
640,120,18,1,1157,1157,115.7,0,0,0,251.44023,0.36179695
660,120,18,1,1214,1214,121.4,0,0,0,253.03249,0.36327097
680,120,18,1,1267,1267,126.7,0,0,0,254.78618,0.36500835
700,120,18,1,1311,1311,131.10001,0,0,0,256.72214,0.3670187
720,120,18,1,1339,1339,133.89999,0,0,0,258.86508,0.36915764
740,120,18,1,1348,1348,134.8,0,0,0,261.22952,0.37166375
760,120,18,1,1335,1335,133.5,0,0,0,263.82425,0.37453276
780,120,18,1,1300,1300,130,0,0,0,266.65213,0.37770969
800,120,18,1,1246,1246,124.6,0,0,0,269.70895,0.38114566
820,120,18,1,1176,1176,117.6,0,0,0,272.97766,0.38487655
840,120,18,1,1098,1098,109.8,0,0,0,276.40588,0.38921735
860,120,18,1,1017,1017,101.7,0,0,0,279.95456,0.3939479
880,120,18,1,938,938,93.800003,0,0,0,283.57626,0.39909309
900,120,18,1,866,866,86.599998,0,0,0,287.21786,0.40455079
920,120,18,1,804,804,80.400002,0,0,0,290.79688,0.41047254
940,120,18,1,754,754,75.400002,0,0,0,294.21576,0.4168579
960,120,18,1,717,717,71.699997,0,0,0,297.36261,0.42342651
980,120,18,1,695,695,69.5,0,0,0,300.08017,0.42997572
1000,120,18,1,686,686,68.599998,0,0,0,302.1409,0.43660337
1020,120,18,1,691,691,69.099998,0,0,0,303.30487,0.44228098
20,140,18,1,762,762,76.199997,0,0,0,270.4137,0.3796311
40,140,18,1,767,767,76.699997,0,0,0,268.95578,0.37604734
60,140,18,1,782,782,78.199997,0,0,0,266.36093,0.3723422
80,140,18,1,808,808,80.800003,0,0,0,263.00806,0.36893269
100,140,18,1,842,842,84.199997,0,0,0,259.28448,0.3660714
120,140,18,1,886,886,88.599998,0,0,0,255.5352,0.36340374
140,140,18,1,937,937,93.699997,0,0,0,251.99039,0.36121631
160,140,18,1,993,993,99.300003,0,0,0,248.85179,0.3598603
180,140,18,1,1053,1053,105.3,0,0,0,246.218,0.36002144
200,140,18,1,1112,1112,111.2,0,0,0,244.07579,0.36015257
220,140,18,1,1169,1169,116.9,0,0,0,242.38499,0.36025611
240,140,18,1,1217,1217,121.7,0,0,0,241.09393,0.36033517
260,140,18,1,1255,1255,125.5,0,0,0,240.15002,0.36039299
280,140,18,1,1279,1279,127.9,0,0,0,239.50435,0.36043257
300,140,18,1,1288,1288,128.8,0,0,0,239.11365,0.3604565
320,140,18,1,1282,1282,128.2,0,0,0,238.94099,0.36046705
340,140,18,1,1261,1261,126.1,0,0,0,238.95494,0.36046618
360,140,18,1,1229,1229,122.9,0,0,0,239.12857,0.36045551
380,140,18,1,1190,1190,119,0,0,0,239.43863,0.36043653
400,140,18,1,1147,1147,114.7,0,0,0,239.86497,0.36041039
420,140,18,1,1104,1104,110.4,0,0,0,240.39001,0.36037821
440,140,18,1,1064,1064,106.4,0,0,0,240.99902,0.36034089
460,140,18,1,1031,1031,103.1,0,0,0,241.68011,0.36029914
480,140,18,1,1007,1007,100.7,0,0,0,242.42461,0.3602536
500,140,18,1,993,993,99.300003,0,0,0,243.22733,0.36020446
520,140,18,1,991,991,99.099998,0,0,0,244.08673,0.36015183
540,140,18,1,1000,1000,100,0,0,0,245.00528,0.36009559
560,140,18,1,1022,1022,102.2,0,0,0,245.98943,0.36003533
580,140,18,1,1056,1056,105.6,0,0,0,247.04976,0.35997042
600,140,18,1,1099,1099,109.9,0,0,0,248.2012,0.3599
620,140,18,1,1152,1152,115.2,0,0,0,249.46309,0.35982287
640,140,18,1,1209,1209,120.9,0,0,0,250.85954,0.36151192
660,140,18,1,1267,1267,126.7,0,0,0,252.39969,0.36307555
680,140,18,1,1321,1321,132.10001,0,0,0,254.09459,0.36460248
700,140,18,1,1365,1365,136.5,0,0,0,255.96028,0.36652073
720,140,18,1,1392,1392,139.2,0,0,0,258.02164,0.36842233
740,140,18,1,1399,1399,139.89999,0,0,0,260.29172,0.37063923
760,140,18,1,1383,1383,138.3,0,0,0,262.77698,0.37317702
780,140,18,1,1344,1344,134.39999,0,0,0,265.47614,0.37601408
800,140,18,1,1284,1284,128.39999,0,0,0,268.38028,0.3790713
820,140,18,1,1209,1209,120.9,0,0,0,271.46957,0.38236335
840,140,18,1,1124,1124,112.4,0,0,0,274.70456,0.38597921
860,140,18,1,1037,1037,103.7,0,0,0,278.02567,0.39006221
880,140,18,1,953,953,95.300003,0,0,0,281.38034,0.39444041
900,140,18,1,877,877,87.699997,0,0,0,284.70673,0.39911702
920,140,18,1,812,812,81.199997,0,0,0,287.93549,0.40396169
940,140,18,1,759,759,75.900002,0,0,0,290.97308,0.40898982
960,140,18,1,721,721,72.099998,0,0,0,293.70248,0.41424441
980,140,18,1,697,697,69.699997,0,0,0,295.99811,0.41932991
1000,140,18,1,687,687,68.699997,0,0,0,297.70587,0.42400211
1020,140,18,1,693,693,69.300003,0,0,0,298.64563,0.42781609
20,160,18,1,830,830,83,0,0,0,262.91287,0.37205917
40,160,18,1,839,839,83.900002,0,0,0,261.80566,0.36956567
60,160,18,1,859,859,85.900002,0,0,0,259.80157,0.36715215
80,160,18,1,890,890,89,0,0,0,257.19083,0.3648662
100,160,18,1,931,931,93.099998,0,0,0,254.27173,0.36281434
120,160,18,1,982,982,98.199997,0,0,0,251.29721,0.36079141
140,160,18,1,1041,1041,104.1,0,0,0,248.5181,0.35988072
160,160,18,1,1106,1106,110.6,0,0,0,246.06926,0.36003053
180,160,18,1,1175,1175,117.5,0,0,0,243.99353,0.36015761
200,160,18,1,1243,1243,124.3,0,0,0,242.29335,0.36026171
220,160,18,1,1306,1306,130.60001,0,0,0,240.94751,0.36034414
240,160,18,1,1360,1360,136,0,0,0,239.92264,0.36040694
260,160,18,1,1401,1401,140.10001,0,0,0,239.18243,0.36045229
280,160,18,1,1426,1426,142.60001,0,0,0,238.69127,0.36048236
300,160,18,1,1432,1432,143.2,0,0,0,238.41685,0.36049917
320,160,18,1,1420,1420,142,0,0,0,238.33066,0.36050445
340,160,18,1,1393,1393,139.3,0,0,0,238.40804,0.36049962
360,160,18,1,1352,1352,135.2,0,0,0,238.6272,0.36048621
380,160,18,1,1302,1302,130.2,0,0,0,238.96892,0.36046529
400,160,18,1,1249,1249,124.9,0,0,0,239.41611,0.36043787
420,160,18,1,1196,1196,119.6,0,0,0,239.95354,0.36040494
440,160,18,1,1147,1147,114.7,0,0,0,240.56818,0.36036724
460,160,18,1,1106,1106,110.6,0,0,0,241.24944,0.36032546
480,160,18,1,1075,1075,107.5,0,0,0,241.98949,0.36028007
500,160,18,1,1056,1056,105.6,0,0,0,242.78365,0.36023152
520,160,18,1,1049,1049,104.9,0,0,0,243.63063,0.36017975
540,160,18,1,1055,1055,105.5,0,0,0,244.53279,0.3601245
560,160,18,1,1075,1075,107.5,0,0,0,245.4962,0.36006552
580,160,18,1,1107,1107,110.7,0,0,0,246.53076,0.36000216
600,160,18,1,1150,1150,115,0,0,0,247.65045,0.35993361
620,160,18,1,1203,1203,120.3,0,0,0,248.8732,0.3598589
640,160,18,1,1261,1261,126.1,0,0,0,250.22137,0.36099347
660,160,18,1,1320,1320,132,0,0,0,251.70886,0.36278254
680,160,18,1,1374,1374,137.39999,0,0,0,253.34406,0.36407635
700,160,18,1,1417,1417,141.7,0,0,0,255.1403,0.36583686
720,160,18,1,1443,1443,144.3,0,0,0,257.11893,0.36754626
740,160,18,1,1448,1448,144.8,0,0,0,259.29358,0.36946061
760,160,18,1,1428,1428,142.8,0,0,0,261.66879,0.37165114
780,160,18,1,1384,1384,138.39999,0,0,0,264.24039,0.37411591
800,160,18,1,1319,1319,131.89999,0,0,0,266.99448,0.37682456
820,160,18,1,1238,1238,123.8,0,0,0,269.90796,0.37969127
840,160,18,1,1148,1148,114.8,0,0,0,272.94513,0.38275725
860,160,18,1,1055,1055,105.5,0,0,0,276.05179,0.38610563
880,160,18,1,967,967,96.699997,0,0,0,279.16071,0.38980946
900,160,18,1,887,887,88.699997,0,0,0,282.20847,0.39370203
920,160,18,1,818,818,81.800003,0,0,0,285.12433,0.3977477
940,160,18,1,763,763,76.300003,0,0,0,287.82895,0.4018361
960,160,18,1,723,723,72.300003,0,0,0,290.2309,0.40578896
980,160,18,1,698,698,69.800003,0,0,0,292.21188,0.40964106
1000,160,18,1,688,688,68.800003,0,0,0,293.65378,0.41311154
1020,160,18,1,693,693,69.300003,0,0,0,294.43219,0.41579863
